Hospital,Hospital type,Control type,FTE Employees on Payroll,Number of Interns & Residents,BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),Total Liabilities,Net Revenue from Medicaid,HVBP payment adjustment amount,HAC reduction adjustment amount,BALANCE SHEET: Total Assets (G_C1THRU4_36),REIMBURSEMENT SETTLEMENT: Payment to cost ratio,REIMBURSEMENT SETTLEMENT: Subtotal,Total Costs,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),IPPS Interim payment,Total Bad Debt expense,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Salaries,Cost To Charge Ratio,Total Charges,State,REIMBURSEMENT SETTLEMENT: Interim payments,"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",Medicaid charges,IPPS Payment amount (unadjusted),Total Inpatient Days,BED DAYS: Total Hospital,BALANCE SHEET: Inventory (G_C1THRU4_7),BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),Total cost of charity care,Total Days Title XVIII,Urban (1) and Rural (2) Indicator,Cost of Uncompensated Care,"ADJUSTED SALARIES, Subtotal Salaries",Fiscal Year Begin Date,STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),Total discharges,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),"Donations, Land Improvements",NUMBER OF BEDS: Adults & Pediatrics,NUMBER OF BEDS: ICU,Fiscal Year End Date,NUMBER OF BEDS: Total Hospital,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
BAYLOR UNIVERSITY MEDICAL CTR (450021),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,213.89,4728.34,92358510.0,107003094.0,,187384.0,,4514352791.0,,29782211.0,1170877418.0,1429.0,211061521.0,,779381326.0,440426656.0,,4893450994.0,TX,27765749.0,47951680.0,,232785383.0,283992.0,305505.0,27999617.0,505953644.0,,,50910.0,2.0,,420978263.0,2024-07-01 00:00:00,1510714800.0,37253.0,,,628.0,152.0,2025-06-30,837.0,3180188069.0,43351919.0,2024,2024,4407349697.0,,1429.0,0.5159023569504979,88026004.0,0.058267784230352414,34.43308114217087,13.916816100649523,33.6605314767421,1.5472315436877448e-05,0.024278330823813456,0.02370286482999862,0.9762971351700014,,4407349697.0,0.334647040216224,2.985875915541385,non-profit
BAYONNE MEDICAL CENTER (310025),General Short Term (Acute Care Hospitals),Proprietary-Corporation,65.02,567.0,138786000.0,142487000.0,,-87729.0,131119.0,35674000.0,,4899291.0,121830269.0,544000.0,20351587.0,,-63999190.0,56913462.0,,1701378238.0,NJ,3590856.0,5438577.0,,21336569.0,20085.0,47446.0,3471000.0,18809000.0,4661417.0,,6069.0,1.0,,51002167.0,2024-01-01 00:00:00,87746000.0,2890.0,704000.0,,117.0,14.0,2024-12-31,131.0,23815000.0,287000.0,2024,2024,-106813000.0,,1248000.0,-0.7293687461536709,-69128190.0,-0.7878215531192305,0.17159511766316488,-0.3216908766013863,0.14451745853328146,0.003919703716513193,-1.333985563554998,3.9941413914896002,-2.9941413914896002,-13.663144275656952,-106813000.0,2.4596624992992093,4.665107129565634,for-profit
BAYOU BEND HEALTH SYSTEM (191310),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,185.45,4709325.0,8095555.0,,,,73419411.0,,1367766.0,26453516.0,24160954.0,,,2085215.0,16214516.0,,41308541.0,LA,1163664.0,1172108.0,,,3145.0,9150.0,650231.0,4850351.0,166214.0,,1022.0,2.0,,,2023-10-01 00:00:00,19013025.0,444.0,,,20.0,5.0,2024-09-30,25.0,35758221.0,824037.0,2023,2024,65323856.0,,24160954.0,0.10967297418480226,-20430482.0,-1.0745518927156514,7.59306715930627,6.603179861232767,7.280014227091993,5.130449480551884,0.12392953349232783,0.11026450484600046,0.8897354951539995,-115.86493315845837,65323856.0,0.25896455366551496,3.9199276505968332,govt
BAYPOINTE BEHAVIORAL HEALTH (014014),Psychiatric,Proprietary-Partnership,,,,,,,,,,,,,,,,,,,AL,,,,,,,,,,,,,,,2023-10-01 00:00:00,,,,,,,2024-09-30,,,,2023,2024,,,0.0,,,,,,,,,,,,,,,for-profit
BAYSHORE MEDICAL CENTER (310112),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,907.16,813970812.0,1059321165.0,,-296598.0,,5814090853.0,,13245129.0,188746241.0,2673670.0,39058609.0,,57653.0,83113672.0,,1109719737.0,NJ,12979170.0,5887458.0,,43536389.0,38280.0,64050.0,216122453.0,850556071.0,3125490.0,,17689.0,1.0,,76187810.0,2024-01-01 00:00:00,229075371.0,7299.0,,,159.0,16.0,2024-12-31,175.0,1374701416.0,80754977.0,2024,2024,4754769688.0,,2673670.0,0.0002516769906268099,29264745.0,0.12775159927603041,1.6888829374879353,1.0483022012833552,1.3241555718093734,0.0032847246616012566,0.2227912674032341,0.18219893561749267,0.8178010643825073,11.246941439582274,4754769688.0,0.03940003291861184,0.26932424423315887,non-profit
BAYSTATE FRANKLIN MEDICAL CENTER (220016),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7.66,493.99,15824439.0,32734848.0,,34756.0,,89671000.0,,15122042.0,114517482.0,4674280.0,14598975.0,,-15145040.0,42748867.0,,340940665.0,MA,15077365.0,4641110.0,,17263596.0,20320.0,32574.0,2273595.0,19866197.0,572166.0,,5963.0,2.0,,44676493.0,2023-10-01 00:00:00,122196597.0,5404.0,455632.0,,83.0,6.0,2024-09-30,89.0,24025646.0,222592.0,2023,2024,56936152.0,,5129912.0,-0.12393994899874339,-11182121.0,-0.09150926682516372,1.5182621007923252,0.5937295470632482,1.3605195735532867,0.29538361517902784,0.5749395919836662,0.36505501221130576,0.6349449877886942,-11.432016233051247,56936152.0,1.362721470709594,6.1509808344294585,non-profit
BAYSTATE MEDICAL CENTER (220077),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,365.34,6837.11,205682198.0,728412106.0,,-952826.0,2639259.0,1668673090.0,,123427709.0,1507481539.0,106209407.0,266094950.0,,38898858.0,584512315.0,,3861570093.0,MA,122644749.0,66228163.0,,290823905.0,229353.0,270840.0,38584007.0,251683896.0,19224527.0,,65146.0,2.0,,569571292.0,2023-10-01 00:00:00,1644656614.0,40131.0,89305158.0,,623.0,32.0,2024-09-30,740.0,551474927.0,5992282.0,2023,2024,940260984.0,,195514565.0,0.02365165936091265,-127239019.0,-0.07736509731994426,2.681199113790101,1.929151695471477,2.4644750149937624,0.516376273847482,0.7746914084441049,0.4365217551389889,0.5634782448610111,-3.173594648128404,940260984.0,0.9856074409397949,6.534612027779481,non-profit
BAYSTATE NOBLE HOSPITAL (220065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,358.0,14220331.0,18163611.0,,90585.0,,44205790.0,,7601507.0,80169426.0,3127310.0,9588686.0,,542275.0,30770391.0,,228882612.0,MA,7602292.0,3796617.0,,10803533.0,9618.0,18666.0,787049.0,15589686.0,,,3602.0,1.0,,30525685.0,2023-10-01 00:00:00,78851848.0,3040.0,,,51.0,,2024-09-30,51.0,15747249.0,375052.0,2023,2024,26042179.0,,3127310.0,0.0068771374895360724,-3594271.0,-0.04558258419003699,1.1073757003265254,1.354347588674272,1.0256546067739212,0.2199182283450364,0.6974689406750487,0.4108876009228655,0.5891123990771344,,26042179.0,1.7837447990410307,5.057949723939276,non-profit
BAYSTATE WING HOSPITAL & MEDICAL CTR (220030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,488.12,44856537.0,66410000.0,,-115001.0,159947.0,86415000.0,,9662506.0,89053663.0,8006959.0,13896586.0,,-8528685.0,39332824.0,,252388061.0,MA,9733622.0,4216580.0,,15263205.0,14491.0,15006.0,1079699.0,16897594.0,,,5909.0,1.0,,39927177.0,2023-10-01 00:00:00,98553281.0,3580.0,6241101.0,,41.0,,2024-09-30,41.0,27711954.0,394003.0,2023,2024,20005000.0,,14248060.0,-0.08653882360344756,-5581312.0,-0.056632432156165355,0.6177907581229465,0.3650720518171075,0.5849370850897384,0.17850149689442144,3.31967008247938,0.768500838974715,0.23149916102528495,,20005000.0,1.1404649771451716,5.8323854271797515,non-profit
BAYTOWN MEDICAL CENTER (670109),General Short Term (Acute Care Hospitals),Proprietary-Partnership,,146.44,11330932.0,20018805.0,,,,30906009.0,,2420113.0,52169223.0,96908.0,547200.0,,-6360684.0,14313002.0,,206236089.0,TX,2371709.0,4662775.0,,577951.0,797.0,5110.0,,15177614.0,,,18.0,1.0,,14313002.0,2024-01-01 00:00:00,48865059.0,159.0,,,14.0,,2024-12-31,14.0,16579962.0,159617.0,2024,2024,10887204.0,,96908.0,-0.1301683478986488,-7022534.0,-0.14371279076937163,1.4632478599289096,0.7866818016382059,,0.00855251800999247,1.8387462015040776,0.6477318051644908,0.3522681948355092,,10887204.0,1.5810860276394794,3.2195481450509944,for-profit
BCC DBA ILLINI COMMUNITY HOSPITAL (141315),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,159.35,5269373.0,7930319.0,,,,50423133.0,,2174691.0,27905964.0,16184283.0,,,5887864.0,14693745.0,,77624311.0,IL,2926250.0,1458851.0,,,1708.0,9150.0,1009030.0,12264860.0,35397.0,,984.0,2.0,,,2023-10-01 00:00:00,33201756.0,383.0,,,25.0,,2024-09-30,25.0,22193016.0,150233.0,2023,2024,42492814.0,,16184283.0,0.1773359216301692,1264649.0,0.038089822719015225,4.211699570328387,6.516336383854398,3.991699391939041,3.071386861396982,0.18662729655889582,0.15727541166472142,0.8427245883352785,76.94154871881798,42492814.0,0.65846277342584,2.707063594692479,non-profit
BEACHAM MEMORIAL HOSPITAL (250049),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,37.63,2265462.0,2983007.0,,,1445.0,2164986.0,,71575.0,7948929.0,63198.0,296931.0,,-1151102.0,4543399.0,,12864273.0,MS,70143.0,189905.0,,350033.0,597.0,6205.0,,1751557.0,,,257.0,2.0,,3245677.0,2024-07-01 00:00:00,7660778.0,146.0,,,17.0,,2025-06-30,17.0,1791717.0,-23038.0,2024,2024,-818021.0,,63198.0,-0.1502591512245884,-674121.0,-0.08799641498552759,0.7908837137855325,0.2929437792379656,,0.02789629664942515,-3.646614206725744,1.3778412423914057,-0.37784124239140576,,-818021.0,3.538488470595191,4.373696088679957,non-profit
BEACON BEHAVIORAL HOSPITAL (194102),Psychiatric,Proprietary-Corporation,,183.0,866773.0,3152403.0,,,,12576826.0,,506639.0,7758728.0,4000.0,,,2251803.0,2834231.0,,15191250.0,LA,496514.0,52112.0,,,6365.0,6954.0,,1945083.0,,,253.0,1.0,,,2024-01-01 00:00:00,7897925.0,844.0,,,19.0,,2024-12-31,19.0,9534479.0,83268.0,2024,2024,9424423.0,,4000.0,0.2851132417691989,1804826.0,0.22851900973990003,10.999972311089524,4.846581515575589,,0.004614818412663984,0.33449294455480194,0.2506517145104814,0.7493482854895186,,9424423.0,0.6279744189829771,4.06045654607027,for-profit
BEACON BEHAVIORAL HOSPITAL CENTRAL (194112),Psychiatric,Proprietary-Other,,82.0,798254.0,1775829.0,,,,6576612.0,,429214.0,7094907.0,4500.0,,,1419446.0,2534222.0,,12330250.0,LA,420639.0,36768.0,,,5374.0,6588.0,,1765323.0,,,497.0,2.0,,,2024-01-01 00:00:00,6308239.0,758.0,,,18.0,,2024-12-31,18.0,4275478.0,62344.0,2024,2024,4800783.0,,4500.0,0.22501461976947926,978265.0,0.1550773520153564,5.35603705086351,3.995306005356691,,0.005637303414702588,0.3699040344043878,0.2700218592795196,0.7299781407204804,,4800783.0,0.959192818429915,3.5734191419927117,for-profit
BEACON BEHAVIORAL HOSPITAL N.O. INC (194084),Psychiatric,Proprietary-Corporation,,139.0,892252.0,2379466.0,,,,9889172.0,,450185.0,14422747.0,5500.0,,,2893303.0,6008225.0,,27225055.0,LA,441188.0,148688.0,,,15324.0,21228.0,,4847799.0,-9968.0,,805.0,1.0,,,2024-01-01 00:00:00,13183591.0,1579.0,,,58.0,,2024-12-31,58.0,6905429.0,105657.0,2024,2024,7509706.0,,5500.0,0.21946243629675707,2209699.0,0.1676097961473471,7.739325885512165,8.682078605595729,,0.006164177833168208,0.3168520844890599,0.2406132687347333,0.7593867312652667,inf,7509706.0,1.3331339570188485,2.719500334069131,for-profit
BEACON BEHAVIORAL HOSPITAL NORTHSHOR (194080),Psychiatric,Proprietary-Other,,74.0,448562.0,480799.0,,,,3537398.0,,92673.0,6642086.0,3500.0,,,524556.0,2654956.0,,10899028.0,LA,90821.0,35074.0,,,6315.0,8052.0,,888945.0,161.0,,1531.0,1.0,,,2024-01-01 00:00:00,5509236.0,625.0,,,22.0,,2024-12-31,22.0,2361423.0,54962.0,2024,2024,3056599.0,,3500.0,0.0952139280292222,442939.0,0.08039935119860539,5.264429443421422,3.158985825816721,,0.007802711776744352,0.15729868392942614,0.13591883073377664,0.8640811692662234,2969.0248447204967,3056599.0,1.557426108116757,6.19749928285777,for-profit
BEACON CHILDRENS HOSPITAL (014015),Psychiatric,Proprietary-Corporation,,,,,,,,,,,,,,,,,,,AL,,,,,,,,,,,,,,,2024-01-01 00:00:00,,,,,,,2024-12-31,,,,2024,2024,,,0.0,,,,,,,,,,,,,,,for-profit
BEACON HAVEN (241991),Religious Non-Medical,Voluntary Nonprofit-Church,,10.76,94667.0,4917497.0,,,,4761058.0,,,1013644.0,203232.0,,,-120143.0,729218.0,,578074.0,MN,,77194.0,,,1359.0,2190.0,,91560.0,,,71.0,1.0,,,2024-08-01 00:00:00,578359.0,12.0,,,6.0,,2025-07-31,6.0,411631.0,5200.0,2024,2024,-156439.0,,203232.0,-0.2077308384584661,-584017.0,-1.0097828511357132,4.3481994781708515,1.8448773067700466,,2.146809342220626,-31.433958284059603,1.0328580328153953,-0.03285803281539523,,-156439.0,0.12147699103854648,6.31672127566623,non-profit
BEAR LAKE MEMORIAL HOSPITAL (131316),General Short Term (Critical Access Hospitals),Governmental-County,,141.73,4782355.0,5919767.0,,,,40081116.0,,3692841.0,34774458.0,1732931.0,,,-1829309.0,18862430.0,,57252618.0,ID,3527298.0,2457502.0,,,1394.0,7686.0,1198785.0,13289770.0,99247.0,,773.0,2.0,,,2024-01-01 00:00:00,37363421.0,225.0,3614905.0,,21.0,,2024-12-31,21.0,14525983.0,80462.0,2024,2024,34161349.0,,5347836.0,-0.0489598904768383,-2460648.0,-0.06585713872399425,3.037412111815204,2.758764667198483,2.7699190043399122,0.36235933969770123,0.17328844361503407,0.14769466498886907,0.8523053350111309,-0.031698691144316705,34161349.0,0.9321951265029647,2.8114422597230804,govt
BEAR RIVER VALLEY HOSPITAL (460039),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,110.75,972356.0,1007111.0,,,,21212938.0,,1372216.0,24118248.0,1330.0,796545.0,,7169746.0,11639498.0,,91134415.0,UT,1344317.0,959366.0,,719858.0,854.0,5856.0,723212.0,10453367.0,,,144.0,1.0,,9319554.0,2024-01-01 00:00:00,39836145.0,359.0,,,16.0,,2024-12-31,16.0,6944806.0,14875.0,2024,2024,20205827.0,,1330.0,0.17998091933845506,6422311.0,0.16121818514316583,7.142246255486674,18.1255044448741,6.38317550362213,0.00136781178909782,0.0498426023344652,0.04747626189262421,0.9525237381073758,,20205827.0,1.8779173823069675,3.810843434464704,non-profit
BEAR VALLEY COMMUNITY HOSPITAL (051335),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,139.94,3626209.0,6221209.0,,,,68979159.0,,1830640.0,39286832.0,2910455.0,,,6202622.0,19841116.0,,71757834.0,CA,1526955.0,937790.0,,,1475.0,3285.0,288911.0,4842810.0,125144.0,,386.0,2.0,,,2024-07-01 00:00:00,36274713.0,374.0,,,9.0,,2025-06-30,9.0,9519454.0,966198.0,2024,2024,62757950.0,,2910455.0,0.17099024325843737,-6544097.0,-0.18040382566224578,2.625180732825935,3.848616282183404,2.2790592048059004,0.8026164515062425,0.09913021378168024,0.09018969048317912,0.9098103095168208,-44.798847727418014,62757950.0,0.5258793166788247,7.490426632471643,govt
BEARTOOTH BILLINGS CLINIC (271326),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,80.33,2329836.0,15437255.0,,,,31614295.0,,2570513.0,17265809.0,1267320.0,,,1775139.0,8136044.0,,30978532.0,MT,2406592.0,1140583.0,,,1108.0,3650.0,339088.0,5870803.0,394555.0,,490.0,2.0,,,2024-07-01 00:00:00,21240951.0,81.0,,,10.0,,2025-06-30,10.0,5355683.0,130832.0,2024,2024,16177040.0,,1267320.0,0.08357154065277021,-828961.0,-0.03902654829343564,2.2987381944480214,3.8257044701858844,2.0970415943439797,0.5439524498720082,0.9542694460791343,0.4882998339833294,0.5117001660166707,0.7898062374066986,16177040.0,0.6718780538993515,3.6180657058327457,non-profit
BEATRICE COMMUNITY HOSPITAL (281364),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,377.25,13263929.0,37707722.0,,,,111189103.0,,8666466.0,78804337.0,6006669.0,,,12926445.0,42956523.0,,149698258.0,NE,7789278.0,4791008.0,,,2980.0,9150.0,2919416.0,10380329.0,1263919.0,,1141.0,2.0,,,2023-10-01 00:00:00,94743547.0,772.0,,,22.0,3.0,2024-09-30,25.0,26171371.0,1940831.0,2023,2024,73481381.0,,6006669.0,0.13643615221625596,2229686.0,0.023533908858193793,1.9731235744702795,2.2100120560054264,1.6066976836199893,0.4528574451808359,0.5131602249010535,0.3391314524769572,0.6608685475230428,5.554702476978351,73481381.0,0.8520938153444767,9.127220052466544,non-profit
BEAUFORT MEMORIAL HOSPITAL (420067),General Short Term (Acute Care Hospitals),Governmental-County,,1395.62,40062514.0,231806486.0,,-162579.0,297806.0,304739694.0,,27713240.0,229762874.0,17269618.0,26192308.0,,13377692.0,130286390.0,,981208563.0,SC,27540217.0,10416132.0,,30013170.0,32755.0,61122.0,7761399.0,32942699.0,707524.0,,10039.0,2.0,,76132989.0,2023-10-01 00:00:00,331175849.0,7876.0,58001704.0,,155.0,12.0,2024-09-30,167.0,127364957.0,3659516.0,2023,2024,72933208.0,,75271322.0,0.04039452768187816,-11732750.0,-0.035427553172816054,3.1791553820112237,1.5872695607669554,2.8940780401349753,0.43106675731832506,3.178339364970755,0.7606704691381623,0.23932953086183778,-1.8608810443179313,72933208.0,1.0867499558492042,10.053087908795815,govt
BEAUREGARD MEMORIAL HOSPITAL  INC. (190050),General Short Term (Acute Care Hospitals),Governmental-Hospital District,,303.85,3393422.0,24254132.0,,20796.0,,74906450.0,,4507877.0,51063261.0,8322730.0,3487812.0,,5870042.0,24004381.0,,229157613.0,LA,4417637.0,2643974.0,,3316628.0,4866.0,17934.0,2425213.0,36258478.0,100131.0,,1782.0,2.0,,20527520.0,2023-11-01 00:00:00,50845159.0,1184.0,,,39.0,6.0,2024-10-31,49.0,36986015.0,1422512.0,2023,2024,50652318.0,,8322730.0,0.11544937837641535,-4696219.0,-0.09236314906597105,10.899326697357417,16.264811155229147,9.765449154275537,2.4526068375816505,0.47883557865999343,0.32379230360002376,0.6762076963999762,-20.495600763000468,50652318.0,0.6787821208988011,1.402297112416026,govt
BEAVER COUNTY MEMORIAL HOSPITAL (371322),General Short Term (Critical Access Hospitals),Governmental-County,,34.11,599047.0,949536.0,,,,7631124.0,,1386042.0,6610441.0,1583827.0,,,489011.0,3175337.0,,7439542.0,OK,1606773.0,521470.0,,,426.0,8760.0,326939.0,982957.0,31809.0,,343.0,2.0,,,2024-07-01 00:00:00,5573720.0,43.0,1796907.0,,24.0,,2025-06-30,24.0,4441915.0,20430.0,2024,2024,6681588.0,,3380734.0,0.08773512124756895,-2712108.0,-0.486588490272206,7.414969109268555,5.101093904151093,6.835099750103081,2.643911078763436,0.14211232419598455,0.12442937632778606,0.8755706236722139,-68.86849633751454,6681588.0,0.7303930587420674,5.670359944534705,govt
BEAVER DAM COMMUNITY HOSPITALS (520076),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,296.23,3025014.0,48099505.0,,43605.0,35459.0,161862661.0,,5569727.0,84772758.0,111589.0,3102203.0,,-11711426.0,33429782.0,,232024453.0,WI,5432778.0,6196668.0,,3089556.0,3035.0,15738.0,2575735.0,9255838.0,1954803.0,,837.0,2.0,,15685882.0,2024-01-01 00:00:00,95838860.0,999.0,,,37.0,6.0,2024-12-31,43.0,14170192.0,-5310.0,2024,2024,113763156.0,,111589.0,-0.12219913717671517,-20076098.0,-0.20947763777657621,4.684339312148638,-0.6283012243910276,3.8328606082484247,0.036888754895018666,0.4228038909187787,0.2971624505790128,0.7028375494209872,-7.100168149936336,113763156.0,0.5920998666888344,10.354422797806098,non-profit
BEAVER VALLEY HOSPITAL (461335),General Short Term (Critical Access Hospitals),Governmental-City,,108.5,10383309.0,37929309.0,,,,128048198.0,,2060711.0,16111770.0,22698810.0,,,-2475887.0,7645712.0,,13071825.0,UT,1370861.0,1195125.0,,,4406.0,9125.0,530194.0,42164843.0,925589.0,,148.0,2.0,,,2024-07-01 00:00:00,11481908.0,123.0,,,25.0,,2025-06-30,25.0,66848660.0,48131.0,2024,2024,90118889.0,,22698810.0,-0.21563376052133496,-11054957.0,-0.9628153265119351,6.43808828187623,6.008466665106471,6.382390719567336,2.186086342995282,0.42088078782240645,0.29621118916487993,0.70378881083512,-10.652494789804114,90118889.0,0.08966864180314353,0.2723099905767466,govt
BECKETT SPRINGS (364051),Psychiatric,Proprietary-Corporation,,246.44,5523221.0,42459094.0,,,,40865725.0,,58296.0,15376108.0,,,,1496196.0,8233992.0,,58746047.0,OH,70737.0,284578.0,,,15417.0,17472.0,,8198760.0,,,1986.0,1.0,,,2024-01-01 00:00:00,17610773.0,1502.0,,,96.0,,2024-06-30,96.0,4956269.0,146356.0,2024,2024,-1593369.0,,0.0,0.08495913268543068,936767.0,0.0531928382700748,0.8973512014094674,1.7553083608278575,,0.0,-26.647370445891692,1.038990351939186,-0.0389903519391862,,-1593369.0,0.430942385091663,2.1479800603993775,for-profit
BECKETT SPRINGS (364051),Psychiatric,Proprietary-Corporation,,235.14,1459275.0,38507782.0,,,,39770136.0,,93194.0,31307989.0,,,,-16005770.0,16917516.0,,114046315.0,OH,91330.0,1732696.0,,,30531.0,35040.0,40239.0,10105095.0,,,2676.0,1.0,,,2024-07-01 00:00:00,16799257.0,3286.0,,,96.0,,2025-06-30,96.0,5083764.0,220638.0,2024,2024,1262354.0,,0.0,-0.9527665419964705,-16570335.0,-0.9863730878097764,3.483760086344246,-4.043566154425999,3.304988436038444,0.0,30.504741142342006,0.9682587457080861,0.03174125429191391,,1262354.0,0.42240883963786297,1.6624541382342275,for-profit
BECKLEY ARH (510062),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,485.44,-59203348.0,-59203348.0,,-122544.0,126483.0,-9838798.0,,7245483.0,122076320.0,-1583.0,11134119.0,,5443168.0,44852643.0,,603480420.0,WV,7218861.0,3450786.0,,12881324.0,16455.0,20805.0,1884127.0,36609280.0,352299.0,,5377.0,1.0,,34610893.0,2024-07-01 00:00:00,110530052.0,4016.0,,,46.0,11.0,2025-06-30,57.0,-36257395.0,,2024,2024,0.0,,0.0,0.04924604577223939,-32274639.0,-0.2919987679006973,,inf,,,,,,-81.81644852809687,0.0,inf,3.019181256774239,non-profit
BEDFORD MEMORIAL HOSPITAL (490088),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,,236.13,3292336.0,3762336.0,,37709.0,,39777287.0,,3413016.0,37868869.0,4204707.0,5406280.0,,2323624.0,19200630.0,,222567439.0,VA,3367976.0,2051842.0,,4943482.0,4487.0,12078.0,811121.0,29412484.0,,,2122.0,1.0,,17270867.0,2024-01-01 00:00:00,52093495.0,1356.0,,,27.0,6.0,2024-12-31,33.0,16278574.0,82320.0,2024,2024,36014951.0,,4204707.0,0.04460487820984175,3996993.0,0.07672729579768069,4.94438416978097,10.91650882534468,4.673014236700021,1.277119649999271,0.10446594804474398,0.09458503291086695,0.905414967089133,,36014951.0,1.3096291609832516,1.7711355151098425,non-profit
BEEBE MEDICAL CENTER (080007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7.62,2106.57,81325422.0,303896828.0,,-98883.0,,702073431.0,,90148933.0,523430802.0,18963482.0,62267300.0,,20072686.0,173676789.0,,2053388861.0,DE,87476485.0,29347710.0,,68839026.0,49051.0,73365.0,13044524.0,258890340.0,8432364.0,,22465.0,1.0,,166145525.0,2024-07-01 00:00:00,605277456.0,12469.0,,,181.0,,2025-06-30,201.0,129595113.0,9445015.0,2024,2024,398176603.0,,18963482.0,0.03316278477089026,7222380.0,0.011932345948797406,1.5935375410655723,3.663387175537804,1.3169999167050126,0.23318024713108773,0.7632212081532074,0.4328561865204667,0.5671438134795334,4.336872791544578,398176603.0,0.8621284174475476,2.3379684850350153,non-profit
BEHAVIORAL CENTER OF MICHIGAN (234042),Psychiatric,Proprietary-Corporation,,113.3,8675396.0,8675396.0,,,,9060231.0,,,13310796.0,2049408.0,,,3973549.0,7327884.0,,25085000.0,MI,,73706.0,,,15982.0,19764.0,1881.0,1492624.0,,,2185.0,1.0,,,2024-01-01 00:00:00,15270432.0,1384.0,,,54.0,,2024-12-31,54.0,5209868.0,291491.0,2024,2024,384835.0,,2049408.0,0.26021195733034924,2088499.0,0.13676751253664599,0.6005337393244067,0.8365484411316786,0.5667171850138023,0.23623221349204118,22.543157457092,0.957524813660932,0.04247518633906795,,384835.0,1.6854351726793722,10.230595247028052,for-profit
BEHAVIORAL HEALTH CENTER AT PORTER (374027),Psychiatric,Proprietary-Corporation,,34.19,805927.0,15718104.0,,,,23544160.0,,381.0,7255922.0,760221.0,,,-3905672.0,3451913.0,,6554884.0,OK,373.0,221381.0,,,3771.0,7824.0,,1491518.0,,,441.0,1.0,,,2024-07-22 00:00:00,2272754.0,383.0,,,48.0,,2024-12-31,48.0,7099943.0,,2024,2024,7826056.0,,760221.0,-1.7184754707284642,-4090188.0,-1.7996615559801017,8.809660180140385,-2.052211924901387,,0.9432876674934578,2.008432344465718,0.6676009677134372,0.33239903228656276,,7826056.0,0.09653153903133516,1.5237858342976753,for-profit
