Hospital,Hospital type,Control type,Fiscal Year Begin Date,HVBP payment adjustment amount,STATEMENT OF REVENUES AND EXPENSES: Net Income (G3_C1_29),Total Bad Debt expense,IPPS Payment amount (unadjusted),Fiscal Year End Date,IPPS Interim payment,State,BALANCE SHEET: Prepaid expenses (G_C1THRU4_8),"ADJUSTED SALARIES, Subtotal Salaries",Urban (1) and Rural (2) Indicator,BALANCE SHEET: Accounts Receivable (G_C1THRU4_4),Total Days Title XVIII,BALANCE SHEET: Temporary Investments (G_C1THRU4_2),Cost of Uncompensated Care,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,Total cost of charity care,Medicaid charges,Net Revenue from Medicaid,Total Salaries,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: Total Hospital,Total Charges,BALANCE SHEET: Cash on Hand and in Banks (G_C1THRU4_1),HAC reduction adjustment amount,NUMBER OF BEDS: Adults & Pediatrics,BED DAYS: Total Hospital,TRIAL BALANCE OF EXPENSE ACCOUNTS: Interest Expense (A_C2_113),"RECONCILIATION OF CAPITAL COST CENTERS: Depreciation, Total (A7_3_C9_3)",STATEMENT OF REVENUES AND EXPENSES: Net Patient Revenue (G3_C1_3),REIMBURSEMENT SETTLEMENT: Interim payments,BALANCE SHEET: Total Current Assets (G_C1THRU4_11),BALANCE SHEET: Inventory (G_C1THRU4_7),Total Costs,Number of Interns & Residents,Cost To Charge Ratio,Total Liabilities,Total discharges,FTE Employees on Payroll,"Donations, Land Improvements",BALANCE SHEET: Total Current Liabilities (G_C1THRU4_45),NUMBER OF BEDS: ICU,BALANCE SHEET: Total Assets (G_C1THRU4_36),Total Inpatient Days,Report_Period_Begin_Yr,Beginning FFY,Financial Indicators: Total Net Assets,S-10 DATA: Medicaid Costs,Financial Indicators: Cash Reserves,Financial Indicators: Net Profit Margin,Financial Indicators: Operating Profit,Financial Indicators: Operating Profit Margin,Financial Indicators: LIQUIDITY current ratio,Financial Indicators: LIQUIDITY acid-test ratio,Financial Indicators: LIQUIDITY acid-test ratio (variation),Financial Indicators: LIQUIDITY cash ratio,Financial Indicators: SOLVENCY Debt-to-Equity Ratio,Financial Indicators: SOLVENCY Debt Ratio,Financial Indicators: SOLVENCY Equity Ratio,Financial Indicators: SOLVENCY Interest Coverage Ratio,Financial Indicators: SOLVENCY total assets less total liabilities,Financial Indicators: EFFICIENCY asset turnover ratio,Financial Indicators: EFFICIENCY Accounts Receivable Turnover Ratio,: General Ownership Type
SWEDISH ISSAQUAH (500152),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-6174540.0,4721710.0,24047097.0,2022-12-31,21332014.0,WA,444987.0,76217762.0,1.0,42871107.0,7273.0,,4553171.0,,3281041.0,108809946.0,13941293.0,74562531.0,16056309.0,157.0,953453469.0,87688423.0,,88.0,57305.0,,17688751.0,282681817.0,15994183.0,144354497.0,5793185.0,248562093.0,713.36,0.260697,366934286.0,6439.0,0.67,,27656502.0,54.0,470039411.0,29708.0,2022,2022,103105125.0,28366426.492362,87688423.0,-0.0218427207859641,-17353967.0,-0.06139046078085737,5.2195500718059,4.497495381013839,4.993991105599688,3.1706259526240883,3.5588365369810666,0.7806457871678338,0.2193542128321661,,103105125.0,0.6014002451381678,6.593760618311069,non-profit
SWEDISH MEDICAL CENTER (060034),General Short Term (Acute Care Hospitals),Proprietary-Corporation,2021-10-01 00:00:00,,162207584.0,13602329.0,72851151.0,2022-09-30,67026399.0,CO,2192259.0,142780311.0,1.0,157908511.0,22477.0,680074.0,17797826.0,,16567692.0,1313136600.0,59741915.0,151978550.0,15816740.0,351.0,6105069829.0,-31359.0,,266.0,127898.0,,39498541.0,670041908.0,15335654.0,127619657.0,20069788.0,456059323.0,1587.62,0.074702,18410064.0,19425.0,39.77,,54723363.0,68.0,1086660178.0,108177.0,2021,2022,1068250114.0,98093930.2932,680074.0,0.24208572936008058,159626228.0,0.2382332001836518,2.332087247634982,5.849715230403511,1.9252765952998905,0.0,0.017233851659574924,0.01694187784987553,0.9830581221501244,,1068250114.0,0.616606664682618,4.2432285869632445,for-profit
SWEDISH MEDICAL CENTER (500027),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-89667814.0,20652202.0,92014113.0,2022-12-31,83265857.0,WA,734438.0,332696766.0,2.0,231737444.0,24337.0,,18269341.0,,13327533.0,711648736.0,104915151.0,406631282.0,83850227.0,603.0,4762711799.0,290945638.0,,472.0,222555.0,,50699214.0,1372623702.0,83837424.0,585973477.0,23211411.0,1083858389.0,3211.18,0.227572,707182896.0,23680.0,73.48,,125143237.0,54.0,1422053130.0,152842.0,2022,2022,714870234.0,161951326.148992,290945638.0,-0.0653258528680135,-208623731.0,-0.15198901978453525,4.682422247076763,3.4601571637466915,4.491074719443289,2.3249010092331237,0.9892465266640267,0.4972970988784364,0.5027029011215636,,714870234.0,0.9652408008131173,5.923184783206636,non-profit
SWEDISH MEDICAL CENTER CHERRY HILL (500025),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,-49540656.0,1062930.0,83925886.0,2022-12-31,74926503.0,WA,230458.0,116051319.0,2.0,79102600.0,13391.0,,7291733.0,,6952082.0,219154649.0,37344756.0,125607331.0,20840555.0,181.0,1776974920.0,83668784.0,,125.0,66065.0,,13563384.0,463358432.0,20774077.0,182266252.0,10537748.0,414986845.0,1149.89,0.233536,108855396.0,7793.0,53.51,,37647852.0,56.0,334627177.0,48975.0,2022,2022,225771781.0,51180500.108864,83668784.0,-0.10691648749363862,-69673207.0,-0.15036568278097073,4.841345317655839,3.007627845540829,4.555320871958379,2.222405251699353,0.48214792618391933,0.3253035123324726,0.6746964876675273,,225771781.0,1.3847005379362836,5.857689026656519,non-profit
SWEDISHAMERICAN HOSPITAL (140228),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,39665735.0,11115792.0,47881065.0,2023-06-30,43065079.0,IL,44306504.0,218227167.0,2.0,208373229.0,17748.0,,15603100.0,,13944055.0,913754150.0,76688578.0,307605146.0,36163662.0,324.0,3892418563.0,139417667.0,,294.0,118138.0,,29110992.0,751982443.0,35920773.0,301745569.0,11675945.0,512100955.0,2741.56,0.131564,482124970.0,15604.0,16.55,,178735333.0,30.0,1079703580.0,83922.0,2022,2022,597578610.0,120217150.99059999,139417667.0,0.05274821954852475,-21037105.0,-0.027975526816920643,1.6882256235257076,2.2414075565014335,1.3750113974386922,0.7800229795638672,0.8067975692771199,0.4465345664594351,0.5534654335405649,,597578610.0,0.6964711953627124,3.6088246393686205,non-profit
SWEENY COMMUNITY HOSPITAL (451311),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2021-10-01 00:00:00,,-160089.0,1049100.0,,2022-09-30,,TX,2940779.0,,2.0,6738180.0,751.0,,2728458.0,,2226805.0,3016464.0,1398454.0,6053365.0,1693801.0,14.0,34731502.0,34772469.0,,14.0,5110.0,,1534477.0,15179296.0,2583682.0,-24400344.0,351575.0,16957268.0,144.74,0.488239,3272932.0,161.0,,,3246604.0,,-19008347.0,2082.0,2021,2022,-3272932.0,1472755.366896,34772469.0,-0.010546536545568384,-359871.0,-0.023708016498261843,0.0,12.736687012028568,-1.0140916477648645,10.71041278825505,-1.0,inf,-inf,,-3272932.0,inf,2.252729372026274,govt
SWEETWATER HOSPITAL ASSOCIATION (440084),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,-3630088.0,12644827.0,5395035.0,2023-06-30,5598946.0,TN,500453.0,21434834.0,2.0,45625484.0,3420.0,46029643.0,4692219.0,,2161131.0,49663809.0,6731052.0,23759005.0,1872087.0,55.0,236112138.0,4069810.0,,55.0,20075.0,,3060938.0,56586859.0,1890409.0,61839819.0,1703764.0,46858351.0,440.0,0.198458,8409781.0,2185.0,,,5409781.0,,95409104.0,13380.0,2022,2022,86999323.0,9856180.206522,50099453.0,-0.06415072446413751,-6113688.0,-0.1080407732120279,11.43111320033103,8.515170207444626,11.023662880253378,0.7523058696830796,0.09666490163377478,0.08814442906832036,0.9118555709316797,,86999323.0,0.5930970591653392,1.2402467664781376,non-profit
SWIFT COUNTY - BENSON (241365),General Short Term (Critical Access Hospitals),Governmental-City-County,2022-01-01 00:00:00,,1726824.0,217899.0,,2022-12-31,,MN,70400.0,,2.0,3589527.0,185.0,,170115.0,,37065.0,5898523.0,3512961.0,6011315.0,2532140.0,11.0,27873849.0,10399604.0,,11.0,4015.0,290210.0,1549346.0,18298870.0,2390960.0,13156877.0,332711.0,17019863.0,83.23,0.610603,21391728.0,92.0,,,5818527.0,,36544126.0,407.0,2022,2022,15152398.0,3601655.839369,10399604.0,0.09436779429549474,-445684.0,-0.02435582087855698,2.2612040813766097,2.7010195192013375,2.1919234885392815,1.78732589880566,1.411771786881522,0.5853670710307862,0.41463292896921383,3.802977154474346,15152398.0,0.5007335515425927,5.097849939560282,govt
SWISHER MEMORIAL HEALTHCARE SYSTEM (451349),General Short Term (Critical Access Hospitals),Governmental-Other,2022-01-01 00:00:00,,-2360258.0,705764.0,,2022-12-31,,TX,70385.0,,2.0,2039669.0,476.0,,1879760.0,,1290802.0,2053330.0,1311981.0,5079298.0,921699.0,20.0,12839852.0,5906143.0,,20.0,7300.0,13239.0,1300752.0,7186210.0,656591.0,7327892.0,264445.0,10893171.0,57.0,0.848388,4391180.0,94.0,,,4331872.0,,8611402.0,787.0,2022,2022,4220222.0,1742020.53204,5906143.0,-0.3284426700583479,-4500430.0,-0.6262591825176275,1.6916224671458437,1.289408828331031,1.6143279395143717,1.3634158627032378,1.0405092433526009,0.50992625823298,0.49007374176702007,-241.6857768713649,4220222.0,0.834499422974331,3.5232236210875394,govt
SYCAMORE SHOALS HOSPITAL (440018),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,627510.0,4488213.0,6736259.0,2023-06-30,5731111.0,TN,134044.0,16282200.0,1.0,31621093.0,2839.0,,3021768.0,,2281933.0,44523479.0,4208848.0,19242821.0,1982874.0,109.0,314056603.0,-8844.0,,101.0,39785.0,331657.0,1512936.0,52876370.0,2004574.0,7663491.0,775803.0,47684981.0,227.21,0.151836,4941868.0,2797.0,,,4484390.0,8.0,21845609.0,12529.0,2022,2022,16903741.0,6760266.957444,0.0,0.011867493929708109,15887.0,0.00030045557212040084,1.7089260746723636,7.191302050000112,1.5060340425342131,0.0,0.29235350920248954,0.22621790951215873,0.7737820904878413,4.609650934549851,16903741.0,2.4204575848629353,1.6721866635033773,non-profit
SYCAMORE SPRINGS (154059),Psychiatric,Proprietary-Corporation,2022-01-01 00:00:00,,4966052.0,,,2022-12-31,,IN,55257.0,,1.0,4360407.0,897.0,,,,,,,7541098.0,55113.0,48.0,54781466.0,169.0,,48.0,17520.0,,689264.0,20126645.0,54393.0,2866440.0,,15454237.0,33.49,,11081804.0,2323.0,,,-2634192.0,,17246560.0,15526.0,2022,2022,6164756.0,,169.0,0.24674017949837143,4948048.0,0.24584564392127947,inf,inf,,inf,1.7976062637353367,0.6425515581078197,0.3574484418921802,,6164756.0,1.1669947514170942,4.615772105677292,for-profit
SYLVAN GROVE HOSPITAL (111319),General Short Term (Critical Access Hospitals),Governmental-Other,2022-07-01 00:00:00,,3881363.0,3585098.0,,2023-06-30,,GA,11473758.0,,2.0,5599284.0,1646.0,,4175301.0,,3480993.0,19769221.0,2268212.0,7021849.0,-143358.0,25.0,95424451.0,4758.0,,25.0,9125.0,,1854248.0,21181270.0,-20739.0,12241062.0,230516.0,17894697.0,81.85,0.187527,2911699.0,289.0,,,2259007.0,,20144882.0,4048.0,2022,2022,17233183.0,3707262.706467,4758.0,0.18324505565530302,3847577.0,0.18164996716438628,5.418780021487318,4.198925899742674,0.23762122029723678,0.0021062351732420484,0.16895886267789298,0.144537902977044,0.8554620970229561,,17233183.0,1.0514467148529338,3.7828533076729096,govt
SYRACUSE AREA HEALTH (281309),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2022-07-01 00:00:00,,-336615.0,794050.0,,2023-06-30,,NE,318999.0,,2.0,6405921.0,407.0,25808.0,691062.0,,76012.0,1588384.0,824997.0,12655789.0,4494777.0,10.0,33188964.0,3822567.0,,10.0,3650.0,691857.0,3817391.0,26645151.0,4987086.0,10282562.0,707322.0,25904600.0,136.21,0.780518,35981676.0,163.0,,,5188549.0,,54063263.0,632.0,2022,2022,18081587.0,1239762.302912,3848375.0,-0.01263325548427179,-2146066.0,-0.0805424596768095,1.9817798771872444,1.906481561608072,1.783974864649057,0.7367314060250756,1.989962274882177,0.665547619647005,0.33445238035299496,2.415708737499223,18081587.0,0.4928513286369711,4.15945669639073,govt
SYRINGA GENERAL HOSPITAL (131315),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2021-10-01 00:00:00,,-283217.0,602674.0,,2022-09-30,,ID,114280.0,,2.0,5418178.0,859.0,,440132.0,,39763.0,3368893.0,1386664.0,10876513.0,3138695.0,15.0,26972104.0,6877645.0,,15.0,5475.0,56308.0,640211.0,19843067.0,3325720.0,11891602.0,348950.0,20315953.0,131.1,0.753221,3340751.0,328.0,,,2117292.0,,17091143.0,1366.0,2021,2022,13750392.0,2537520.954353,6877645.0,-0.014272844011462543,-1813374.0,-0.09138577216919139,5.616420408710749,5.673570768698885,5.397636225896098,3.2483214407837937,0.24295678261390657,0.19546679821238405,0.804533201787616,-20.834748170775022,13750392.0,1.1610146261136542,3.662313604314956,govt
T.J. SAMSON COMMUNITY HOSPITAL (180017),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,-14637904.0,4589539.0,16251393.0,2022-09-30,14637721.0,KY,5560759.0,56718144.0,2.0,71170315.0,5736.0,698580.0,2296226.0,,773033.0,192313971.0,48757584.0,80229314.0,12836086.0,112.0,486104141.0,2331442.0,158307.0,98.0,40880.0,,8908404.0,189443258.0,13275854.0,22878253.0,4015990.0,160178154.0,997.57,0.329514,35771505.0,4318.0,10.62,,16637676.0,10.0,193760704.0,19494.0,2021,2022,157989199.0,63370145.84009399,3030022.0,-0.07726801235650202,-19933326.0,-0.10522056161006269,1.375087061438148,3.5379852931382967,0.7994808890376276,0.14013026819370686,0.22641740844575078,0.1846169231507334,0.8153830768492666,,157989199.0,0.9777176387633274,2.6618296968335744,non-profit
TACOMA GENERAL ALLENMORE HOSPITAL (500129),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-01-01 00:00:00,,78720704.0,24148153.0,99461525.0,2022-12-31,91784617.0,WA,3741000.0,324232925.0,1.0,200496158.0,28744.0,870572400.0,29701628.0,,24095573.0,1047644680.0,167600723.0,397828185.0,76799586.0,374.0,4429589176.0,,,256.0,146134.0,,19934016.0,1325853822.0,77062202.0,1071906605.0,29983099.0,944143992.0,3093.74,0.213145,16133501.0,20883.0,21.98,,15483501.0,48.0,1443556839.0,139637.0,2022,2022,1427423338.0,223300225.3186,870572400.0,0.05937359209121019,68082367.0,0.05134982897081395,69.22895571227721,18.033186551284494,67.05088894301102,0.0,0.011302534133009952,0.0111762145861719,0.9888237854138281,,1427423338.0,0.9184631918743589,6.612863983159219,non-profit
TAHOE FOREST HOSPITAL (051328),General Short Term (Critical Access Hospitals),Governmental-Hospital District,2022-07-01 00:00:00,,19180573.0,5152628.0,,2023-06-30,,CA,3516338.0,,2.0,93234953.0,1832.0,,3103150.0,,746002.0,86302134.0,9937529.0,111510214.0,20595737.0,25.0,449945554.0,33850663.0,,19.0,9125.0,5784238.0,12711908.0,264331768.0,18581179.0,257614508.0,5186395.0,213259785.0,523.98,0.473968,203496144.0,1515.0,,,52328787.0,6.0,443939270.0,5445.0,2022,2022,240443126.0,40904449.847712,33850663.0,0.07256249653654948,34236649.0,0.12952150722950562,4.9229978902434715,3.7595012473726936,4.756689181425131,0.6468841519296061,0.8463379568605343,0.45838734653953905,0.541612653460461,8.116636452372811,240443126.0,0.5954232613843781,2.8351145090404026,govt
TALAS HARBOR AT BUCKEYE LLC (034039),General Long Term,Proprietary-Partnership,2021-10-21 00:00:00,,,,,2022-03-31,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2022,,,0.0,,,,,,,,,,,,,,,for-profit
TALAS HARBOR AT BUCKEYE LLC (034039),Rehabilitation,Proprietary-Partnership,2022-04-01 00:00:00,,,,,2023-03-31,,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2022,,,0.0,,,,,,,,,,,,,,,for-profit
TALAS HARBOR AT BULLHEAD CITY (034037),Psychiatric,Proprietary-Corporation,2022-07-01 00:00:00,,-608564.0,,,2023-06-30,,AZ,,,1.0,2336514.0,905.0,,,,,,,2236288.0,,24.0,11492554.0,113439.0,,24.0,8760.0,,,5358249.0,,1163055.0,2118.0,5640971.0,33.25,,2868777.0,498.0,,,2868777.0,,1303567.0,5991.0,2022,2022,-1565210.0,,113439.0,-0.11357516233381465,-608564.0,-0.11357516233381465,0.4054184065195726,0.6418724773657903,,0.039542634369977174,-1.8328384050702462,2.200713120230874,-1.2007131202308743,,-1565210.0,4.110451553314866,2.2932663788875223,for-profit
TALLAHASSEE MEMORIAL HOSPITAL (100135),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,-9216980.0,154279626.0,84828068.0,2022-09-30,84187660.0,FL,27742482.0,253163959.0,1.0,304314324.0,22775.0,1455409.0,52142879.0,,20270837.0,485033378.0,41746932.0,341983274.0,31344003.0,483.0,3742504712.0,293848191.0,824393.0,394.0,176243.0,13312701.0,33274551.0,871609645.0,30070463.0,484087740.0,14637244.0,767913128.0,4412.35,0.205187,533433711.0,28449.0,70.84,,118130291.0,33.0,1094977839.0,133204.0,2021,2022,561544128.0,99522543.73168601,295303600.0,-0.010574664992377407,-41725867.0,-0.04787219512698256,4.097913717998036,5.005112168901709,3.7391596199487904,2.487492314735769,0.9499408584324116,0.48716393336979674,0.5128360666302033,-0.6348310534428738,561544128.0,0.7960066532451531,2.8641755456769102,non-profit
TALLAHATCHIE CRITICAL ACCESS HOSPITA (251304),General Short Term (Critical Access Hospitals),Governmental-County,2021-10-01 00:00:00,,-1836385.0,944385.0,,2022-09-30,,MS,82216.0,,2.0,4576024.0,3792.0,1738.0,779610.0,,,1118059.0,380084.0,15587217.0,3653858.0,18.0,34300100.0,8877466.0,,18.0,6570.0,,959743.0,30940948.0,3926957.0,12915083.0,737542.0,30101069.0,260.3,0.87758,10040902.0,48.0,,,5532206.0,,19524092.0,3840.0,2021,2022,9483190.0,981186.21722,8879204.0,-0.0593512842592929,-2078107.0,-0.06716364993082953,2.334526769249012,2.383298995012116,2.1863475438188673,1.6046882563664477,1.0588105901073372,0.5142826616469539,0.4857173383530461,,9483190.0,1.5847573346816846,6.761535341597859,govt
TAMPA GENERAL HOSPITAL (100128),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,-55373376.0,85921173.0,257828899.0,2022-09-30,238285921.0,FL,166119969.0,553128353.0,2.0,254866019.0,62845.0,48912157.0,94140932.0,,80641901.0,1871329191.0,169505948.0,601816314.0,43263585.0,898.0,10339759818.0,175593803.0,,664.0,327770.0,,39696945.0,1734329798.0,43324104.0,1109970889.0,41927300.0,1579457761.0,7715.66,0.152756,1741686183.0,56121.0,316.19,,683839003.0,89.0,3205290861.0,323916.0,2021,2022,1463604678.0,285856761.900396,224505960.0,-0.03192782368373976,-160833532.0,-0.09273526418416528,1.623146506897911,0.5485011009236044,1.3189122235544672,0.2567765252196357,1.189997688023241,0.5433785133797878,0.45662148662021224,,1463604678.0,0.5410834377317373,6.804868710253602,non-profit
TAMPA GENERAL REHABILIATION HOSPITAL (103051),Rehabilitation,Proprietary-Partnership,2022-06-17 00:00:00,,-1936230.0,,,2022-12-31,,FL,329486.0,,1.0,2638160.0,2910.0,,,,,,,4205407.0,,80.0,15291504.0,1404739.0,,80.0,15840.0,,343656.0,8000401.0,,4558463.0,235329.0,11524017.0,55.0,,37290327.0,403.0,0.42,,5707326.0,,56428648.0,4726.0,2022,2022,19138321.0,,1404739.0,-0.2420166189169768,-1943789.0,-0.2429614465574913,0.7987038063008841,0.36911664061243393,0.6997406491236001,0.24612909793482973,1.9484638699497203,0.6608403412394357,0.3391596587605643,,19138321.0,0.14177906583903976,3.03256853261364,for-profit
TANNER MEDICAL CENTER (110011),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,-51276992.0,20032237.0,31355116.0,2023-06-30,26738089.0,GA,,128534065.0,1.0,154013925.0,14049.0,15358369.0,23657801.0,,18330509.0,101172526.0,19988104.0,168409382.0,13468819.0,196.0,1129928798.0,110194694.0,,166.0,71540.0,6911036.0,28975686.0,307453015.0,13342483.0,218412946.0,7386548.0,296432362.0,1765.22,0.262346,425632331.0,10019.0,,,195887611.0,20.0,1001338394.0,54340.0,2022,2022,575706063.0,26542207.505996004,125553063.0,-0.1667799289592265,-129972124.0,-0.42273816700089933,1.1149911160027368,1.0870091575112426,,0.562540394655178,0.7393223006581399,0.42506342865746544,0.5749365713425346,-14.613791333166258,575706063.0,0.3070420717334444,1.9962676426823094,non-profit
TANNER MEDICAL CENTER ALABAMA  INC. (011306),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,2214296.0,2465788.0,,2023-06-30,,AL,,,2.0,9372096.0,604.0,,2773380.0,,1680935.0,6491067.0,893841.0,9075593.0,786332.0,15.0,44834594.0,2035967.0,,15.0,5475.0,,1753629.0,15032450.0,856240.0,2367128.0,203153.0,20024493.0,88.19,0.44663,19410702.0,242.0,,,19181666.0,,23568570.0,1460.0,2022,2022,4157868.0,2899105.2542100004,2035967.0,0.14730107201420925,-1800003.0,-0.11974115995729238,0.12340575630917565,0.7113427478092883,,0.10614130180350341,4.668426703300827,0.8235842055754762,0.17641579442452385,,4157868.0,0.6378176529165749,1.6039581754177508,non-profit
TANNER MEDICAL CENTER-VILLA RICA (110015),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-07-01 00:00:00,,113600920.0,12800673.0,10161340.0,2023-06-30,8715398.0,GA,,51746538.0,1.0,117096500.0,4005.0,,16695576.0,,13290303.0,128455211.0,34062226.0,67988571.0,25748329.0,58.0,825455729.0,290037.0,,52.0,21170.0,,7976060.0,289835590.0,25345810.0,439054118.0,4301924.0,215947100.0,692.84,0.26161,15194282.0,3874.0,,,14338667.0,6.0,507912824.0,18004.0,2022,2022,492718542.0,33605167.74971,290037.0,0.39194951869092404,96476315.0,0.33286566014891406,30.6202883434004,16.110914633835907,,0.02022761251098167,0.030837650108162563,0.029915137563055506,0.9700848624369445,,492718542.0,0.5706404254915998,2.4751857655865033,non-profit
TARZANA TREATMENT CENTER (054148),Psychiatric,Voluntary Nonprofit-Other,2022-01-01 00:00:00,,5811050.0,,,2022-12-31,,CA,1489945.0,,1.0,20390001.0,989.0,12166310.0,,,,,,62829241.0,105608.0,3.0,2077080.0,21519362.0,,3.0,1095.0,,8480.0,119031687.0,104482.0,54351032.0,15178.0,1047429.0,1400.0,,34593951.0,190.0,,,21689833.0,,77698121.0,994.0,2022,2022,43104170.0,,33685672.0,0.0488193534550174,5811050.0,0.0488193534550174,2.5058298973532898,2.200128189092097,2.4364368780524956,0.9921405111786706,0.8025662250311281,0.4452353616118979,0.5547646383881021,,43104170.0,1.531976391037822,5.837747972646004,non-profit
TAUNTON STATE HOSPITAL (224001),Psychiatric,Governmental-State,2022-07-01 00:00:00,,-25932543.0,,,2023-06-30,,MA,,16412370.0,1.0,,154.0,,,,,,,17059810.0,1974.0,45.0,25714177.0,,,45.0,16425.0,,3478388.0,,1935.0,,,19891417.0,196.28,,,44.0,,,,,,16892.0,2022,2022,,,0.0,,,,,,,,,,,,,,,govt
TAYLOR REGIONAL HOSPITAL (110135),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,2022-04-01 00:00:00,,369165.0,3455239.0,2231821.0,2023-03-31,2267563.0,GA,,9444258.0,2.0,16725422.0,1033.0,53175.0,2477749.0,,886754.0,4863109.0,1388860.0,15370437.0,1031295.0,49.0,57670046.0,329521.0,,43.0,17885.0,459376.0,861975.0,23965001.0,1013461.0,7466025.0,293685.0,26822599.0,203.09,0.465105,16578235.0,778.0,,,10687220.0,6.0,26134566.0,2999.0,2022,2022,9556331.0,2261856.311445,382696.0,0.01540433901922224,-9335331.0,-0.38954018821029884,0.698593740935435,1.6303686084875206,,0.03083318206231368,1.734790789477677,0.6343413164006626,0.36565868359933734,-18.44536066316046,9556331.0,0.9169848468116899,1.4328488094351222,non-profit
TAYLOR REGIONAL HOSPITAL (180087),General Short Term (Acute Care Hospitals),Governmental-Hospital District,2022-07-01 00:00:00,,1020285.0,4248672.0,6467770.0,2023-06-30,6285811.0,KY,1362490.0,35833188.0,2.0,63563432.0,3138.0,1012525.0,1529913.0,,209826.0,64242094.0,14742615.0,46036364.0,10442590.0,90.0,312099334.0,8432330.0,16135.0,82.0,32850.0,,4385641.0,109898882.0,10352452.0,27620093.0,2671400.0,95295573.0,581.12,0.305337,32924743.0,1838.0,,,13567805.0,8.0,105850661.0,8708.0,2022,2022,72925918.0,19615488.255678,9444855.0,0.00928385240534112,-7408894.0,-0.06741555387251347,2.035708281479576,5.42087331001588,1.7383948988064024,0.6214955182507413,0.4514820505927673,0.3110490070534373,0.6889509929465627,,72925918.0,1.0382446454443963,1.7289639426643924,govt
TAYLORVILLE MEMORIAL HOSPITAL (141339),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,2021-10-01 00:00:00,,-1319401.0,2577842.0,,2022-09-30,,IL,264481.0,,2.0,,3623.0,,1338206.0,,453027.0,31922787.0,8728104.0,20367441.0,4333166.0,25.0,140522409.0,1756167.0,,25.0,9125.0,-175006.0,6732290.0,58364946.0,5099513.0,11250221.0,416563.0,46392218.0,265.22,0.330141,29605013.0,615.0,,,9014490.0,,122989463.0,6002.0,2021,2022,93384450.0,10539020.822967,1756167.0,-0.02260605192712763,7156880.0,0.12262291821532739,1.2480152510014433,1.2733722040847568,1.172465330817384,0.19481601288592035,0.31702294118560426,0.2407117835777525,0.7592882164222475,inf,93384450.0,0.4745524094206347,inf,non-profit
TCHD D/B/A JPS HEALTH NETWORK (450039),General Short Term (Acute Care Hospitals),Governmental-Hospital District,2021-10-01 00:00:00,,156542616.0,146167323.0,100173188.0,2022-09-30,69620132.0,TX,58421632.0,475860460.0,1.0,268261597.0,12174.0,849996262.0,378094858.0,,331129316.0,680903587.0,122915176.0,522732550.0,10527098.0,434.0,3199489418.0,131280220.0,,375.0,158410.0,,41003321.0,607964319.0,9336667.0,1274852039.0,15738228.0,1024920694.0,5689.65,0.320339,279825104.0,22872.0,222.69,,253743750.0,36.0,1770150063.0,136222.0,2021,2022,1490324959.0,218119974.15599298,981276482.0,0.2574865187113061,-684118539.0,-1.1252610023648444,5.024171192393902,2.1829129190374146,4.731908387891328,0.5173732160890663,0.1877611337783413,0.1580798768697386,0.8419201231302614,,1490324959.0,0.3434535476442259,2.266311413183751,govt
TELECARE HERITAGE PHF (054146),Psychiatric,Proprietary-Corporation,2022-07-01 00:00:00,,-474841.0,,,2023-06-30,,CA,81539.0,,1.0,2670559.0,70.0,,,,,,,5357361.0,,26.0,16693225.0,,,26.0,9490.0,,245694.0,12005734.0,,8830881.0,,12341899.0,52.04,,8469636.0,1205.0,,,2490983.0,,9662606.0,6815.0,2022,2022,1192970.0,,0.0,-0.039551184459025994,-478224.0,-0.0398329664808499,3.5451390073717888,0.8814664732758112,,0.0,7.099621951935086,0.8765374475581432,0.12346255244185678,,1192970.0,1.2424944161026539,4.4955883768154905,for-profit
